Name,Mileage,Rating,Review Count,Price
2021 Mercedes-Benz AMG GT C,"16,610 mi.",4.5,775 ,"$126,995"
2021 Mercedes-Benz GLB 250 Base,"37,968 mi.",4.3,112 ,"$30,955"
2020 Mercedes-Benz GLC 300 ,"47,672 mi.",,8 ,"$28,990"
2023 Mercedes-Benz AMG GT 53 AMG GT 53,"4,164 mi.",4.9,977 ,"$104,900"
2023 Mercedes-Benz E-Class E 350 4MATIC,"5,314 mi.",4.4,295 ,"$64,443"
2022 Mercedes-Benz A-Class A 220 4MATIC,"9,491 mi.",4.8,752 ,"$34,988"
2023 Mercedes-Benz AMG GLE 53 4MATIC,"21,501 mi.",4.3,112 ,"$79,997"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"19,356 mi.",,11 ,"$58,997"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"49,751 mi.",,60 ,"$41,994"
2021 Mercedes-Benz Maybach GLS 600 4MATIC,"28,862 mi.",4.8,823 ,"$127,500"
2019 Mercedes-Benz E-Class E 300,"72,271 mi.",4.7,557 ,"$27,620"
2024 Mercedes-Benz C-Class C 300,"1,638 mi.",4.6,348 ,"$44,990"
2023 Mercedes-Benz E-Class E 63 AMG 4MATIC,"1,099 mi.",3.9,"1,800 ","$164,900"
2022 Mercedes-Benz Maybach S 580 4MATIC,"6,488 mi.",4.9,"1,411 ","$177,595"
2023 Mercedes-Benz AMG G 63 4MATIC,"7,077 mi.",4.7,662 ,"$223,414"
2022 Mercedes-Benz EQS 580 Base 4MATIC,"9,911 mi.",4.3,"1,491 ","$72,555"
2020 Mercedes-Benz GLC 350e Base 4MATIC,"24,993 mi.",4.7,285 ,"$32,998"
2021 Mercedes-Benz AMG GT AMG GT 43,"29,118 mi.",4.3,133 ,"$73,890"
2018 Mercedes-Benz GLS 550 Base 4MATIC,"55,262 mi.",4.4,129 ,"$36,991"
2022 Mercedes-Benz EQS 580 Base 4MATIC,"2,810 mi.",4.3,"1,491 ","$77,033"
2021 Mercedes-Benz S-Class S 580 4MATIC,"31,036 mi.",4.9,"4,585 ","$85,500"
2023 Mercedes-Benz EQS 580 Base 4MATIC,"12,000 mi.",4.3,"1,491 ","$89,888"
2021 Mercedes-Benz A-Class A 220 4MATIC,"37,628 mi.",4.8,752 ,"$28,988"
2023 Mercedes-Benz EQB 300 4MATIC,"2,878 mi.",4.4,297 ,"$51,897"
2023 Mercedes-Benz AMG GLA 45 Base,"4,000 mi.",4.8,"1,291 ","$55,900"
2021 Mercedes-Benz S-Class S 580 4MATIC,"13,297 mi.",4.1,522 ,"$89,995"
2023 Mercedes-Benz GLE 350 Base,"16,655 mi.",,15 ,"$61,805"
2020 Mercedes-Benz AMG GT 63 4-Door,"27,265 mi.",4.7,"1,239 ","$98,999"
2023 Mercedes-Benz AMG SL 63 Base,"2,912 mi.",3.4,468 ,"$164,994"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"2,518 mi.",3.2,98 ,"$49,995"
2024 Mercedes-Benz GLE 450 Plug-In Hybrid 4MATIC,"3,704 mi.",4.0,526 ,"$82,980"
2023 Mercedes-Benz AMG GLE 53 4MATIC Coupe,"29,694 mi.",,60 ,"$81,994"
2020 Mercedes-Benz G-Class G 550 4MATIC,"66,208 mi.",4.7,"1,371 ","$125,690"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"39,881 mi.",,37 ,"$50,563"
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"10,489 mi.",4.8,184 ,"$50,905"
2020 Mercedes-Benz AMG S 63 Base 4MATIC,"18,039 mi.",4.0,"3,563 ","$98,509"
2021 Mercedes-Benz AMG GT C,"26,307 mi.",4.7,29 ,"$75,850"
2022 Mercedes-Benz GLE 350 Base,"43,673 mi.",,15 ,"$49,445"
2022 Mercedes-Benz AMG E 53 4MATIC,"30,286 mi.",3.6,376 ,"$63,987"
2019 Mercedes-Benz AMG GLE 43 Base 4MATIC,"59,907 mi.",4.5,991 ,"$45,375"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,199 mi.",4.7,"2,308 ","$54,777"
2023 Mercedes-Benz GLE 350 Base 4MATIC,"10,799 mi.",5.0,98 ,"$61,997"
2021 Mercedes-Benz A-Class 4MATIC,"25,161 mi.",4.3,112 ,"$27,477"
2023 Mercedes-Benz EQB 300 4MATIC,"6,058 mi.",4.0,526 ,"$47,995"
2021 Mercedes-Benz AMG GT 63 4-Door,"17,898 mi.",4.7,"1,594 ","$110,950"
2021 Mercedes-Benz CLA 250 Base,"47,054 mi.",4.6,483 ,"$30,323"
2019 Mercedes-Benz GLS 550 Base 4MATIC,"49,793 mi.",4.6,"1,847 ","$45,950"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"15,180 mi.",4.7,29 ,"$41,850"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,700 mi.",,11 ,"$39,999"
2022 Mercedes-Benz AMG SL 63 Base,588 mi.,4.6,673 ,"$144,870"
2022 Mercedes-Benz S-Class S 500 4MATIC,"25,804 mi.",4.8,"1,354 ","$80,594"
2023 Mercedes-Benz EQS 580 Base 4MATIC,"6,307 mi.",4.9,"2,166 ","$109,554"
2021 Mercedes-Benz AMG GLE 53 4MATIC Coupe,"46,381 mi.",4.8,558 ,"$66,413"
2019 Mercedes-Benz AMG GT 63 S 4-Door,"37,000 mi.",4.9,"2,054 ","$99,997"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"9,649 mi.",4.9,"1,411 ","$65,595"
2023 Mercedes-Benz GLS 580 4MATIC,"10,998 mi.",4.7,244 ,"$99,998"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"5,439 mi.",4.0,"3,563 ","$103,044"
2021 Mercedes-Benz GLE 350 ,"25,037 mi.",,60 ,"$50,994"
2024 Mercedes-Benz GLE 450 4MATIC,515 mi.,4.7,"2,891 ","$75,998"
2021 Mercedes-Benz AMG GT R,"2,183 mi.",4.5,615 ,"$123,881"
2022 Mercedes-Benz E-Class E 350 4MATIC,"2,953 mi.",4.8,"1,354 ","$50,194"
2020 Mercedes-Benz GLE 350 ,"36,812 mi.",4.9,848 ,"$45,142"
2021 Mercedes-Benz GLE 580 AWD 4MATIC,"44,675 mi.",2.7,59 ,"$62,000"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"1,581 mi.",4.4,"1,515 ","$63,777"
2023 Mercedes-Benz E-Class E 350 4MATIC,"3,493 mi.",3.0,471 ,"$57,499"
2023 Mercedes-Benz S-Class S 500 4MATIC,"3,284 mi.",,1 ,"$103,500"
2016 Mercedes-Benz GLC-Class GLC 300 4MATIC,"77,307 mi.",4.7,557 ,"$18,578"
2023 Mercedes-Benz GLS 580 4MATIC,"6,182 mi.",4.7,662 ,"$96,713"
2023 Mercedes-Benz EQB 250 Base,"1,899 mi.",4.5,"2,204 ","$49,988"
2017 Mercedes-Benz AMG SLC 43 Base,"42,066 mi.",3.1,133 ,"$35,999"
2024 Mercedes-Benz GLE 450 4MATIC,"7,551 mi.",4.0,147 ,"$73,800"
2020 Mercedes-Benz AMG GT Base,"24,144 mi.",4.3,419 ,"$89,597"
2021 Mercedes-Benz AMG GT 43 Base,"13,816 mi.",4.2,821 ,"$72,490"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,492 mi.",4.7,316 ,"$42,640"
2023 Mercedes-Benz Metris Base,"4,385 mi.",4.3,"1,491 ","$48,932"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"9,649 mi.",4.9,"1,411 ","$65,595"
2021 Mercedes-Benz G-Class G 550 4MATIC,"10,218 mi.",4.7,557 ,"$159,990"
2024 Mercedes-Benz GLC 300 Base 4MATIC,375 mi.,4.0,526 ,"$56,998"
2023 Mercedes-Benz EQE 350+ ,"6,540 mi.",5.0,10 ,"$60,495"
2019 Mercedes-Benz E-Class E 300,"25,035 mi.",4.3,352 ,"$34,551"
2019 Mercedes-Benz AMG GLE 43 Coupe 4MATIC,"45,827 mi.",4.7,29 ,"$48,350"
2023 Mercedes-Benz CLA 250 ,"10,200 mi.",,11 ,"$41,999"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"27,066 mi.",4.7,110 ,"$43,399"
2021 Mercedes-Benz AMG E 63 S 4MATIC,"39,325 mi.",4.0,"3,563 ","$86,925"
2023 Mercedes-Benz EQB 250 Base,"2,897 mi.",4.9,"2,166 ","$52,744"
2024 Mercedes-Benz AMG GLE 53 ,134 mi.,,,"$89,900"
2020 Mercedes-Benz AMG GLC 63 S 4MATIC,"43,747 mi.",4.3,"1,491 ","$57,007"
2019 Mercedes-Benz GLC 350e Base 4MATIC,"27,751 mi.",,2 ,"$28,484"
2019 Mercedes-Benz GLC 350e Base 4MATIC,"52,646 mi.",4.3,"1,491 ","$24,999"
2023 Mercedes-Benz EQB 250 Base,982 mi.,4.4,"2,963 ","$49,988"
2021 Mercedes-Benz G-Class G 550 4MATIC,"39,865 mi.",4.3,419 ,"$128,887"
2022 Mercedes-Benz GLS 450 4MATIC,"45,751 mi.",4.4,203 ,"$61,998"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"17,741 mi.",4.5,272 ,"$46,995"
2020 Mercedes-Benz AMG A 35 Base,"25,738 mi.",3.4,"1,008 ","$43,495"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"37,048 mi.",4.1,"1,248 ","$47,647"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"1,234 mi.",4.7,"2,308 ","$46,777"
2021 Mercedes-Benz A-Class A 220 4MATIC,"16,385 mi.",,37 ,"$30,400"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"11,069 mi.",4.7,"2,308 ","$85,292"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"4,031 mi.",4.8,752 ,"$69,287"
2020 Mercedes-Benz AMG E 53 4MATIC,"29,966 mi.",4.9,993 ,"$50,997"
2020 Mercedes-Benz AMG S 63 4MATIC,"50,401 mi.",4.8,902 ,"$78,999"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"4,901 mi.",4.6,483 ,"$72,293"
2021 Mercedes-Benz G-Class G 550 4MATIC,"31,448 mi.",4.0,"3,563 ","$142,825"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,427 mi.",4.5,344 ,"$53,988"
2022 Mercedes-Benz EQS 450+ 4MATIC,"13,459 mi.",4.3,352 ,"$86,249"
2023 Mercedes-Benz EQB 250 Base,"4,720 mi.",4.9,"2,166 ","$56,004"
2022 Mercedes-Benz E-Class E 350,"23,023 mi.",4.8,"1,758 ","$45,982"
2022 Mercedes-Benz A-Class A 220,"6,566 mi.",4.8,"1,094 ","$29,598"
2021 Mercedes-Benz AMG A 35 Base,"36,001 mi.",3.4,"1,008 ","$37,995"
2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,"80,969 mi.",4.5,991 ,"$28,954"
2023 Mercedes-Benz AMG GLA 35 Base,"11,100 mi.",2.5,452 ,"$44,999"
2023 Mercedes-Benz EQE 500 ,"5,147 mi.",4.4,"1,096 ","$80,994"
2024 Mercedes-Benz GLE 450 4MATIC,"8,695 mi.",4.8,902 ,"$72,865"
2022 Mercedes-Benz GLB 250 Base,"16,300 mi.",4.9,"1,411 ","$36,295"
2022 Mercedes-Benz GLB 250 Base,"28,040 mi.",4.3,112 ,"$35,897"
2020 Mercedes-Benz E-Class E 450 4MATIC,"16,047 mi.",4.2,786 ,"$44,210"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,160 mi.",4.7,94 ,"$40,000"
2023 Mercedes-Benz AMG G 63 4MATIC,"5,577 mi.",4.9,"1,411 ","$221,994"
2023 Mercedes-Benz AMG GLB 35 Base,"2,708 mi.",4.9,274 ,"$53,895"
2016 Mercedes-Benz AMG G 4MATIC,"56,733 mi.",4.0,526 ,"$86,995"
2019 Mercedes-Benz AMG GLS 63 Base 4MATIC,"61,358 mi.",,9 ,"$57,988"
2020 Mercedes-Benz E-Class E 450 4MATIC,"33,065 mi.",4.2,786 ,"$41,280"
2024 Mercedes-Benz GLC 300 Base 4MATIC,"4,913 mi.",4.0,526 ,"$49,995"
2023 Mercedes-Benz GLA 250 Base,"8,798 mi.",4.3,352 ,"$40,999"
2020 Mercedes-Benz E-Class E 450,"39,807 mi.",4.2,786 ,"$38,200"
2021 Mercedes-Benz A-Class 4MATIC,"70,038 mi.",4.5,"1,102 ","$23,949"
2023 Mercedes-Benz S-Class 4MATIC,"13,660 mi.",4.8,902 ,"$98,140"
2019 Mercedes-Benz C-Class C 300,"37,688 mi.",,,"$27,995"
2023 Mercedes-Benz Sprinter 2500 170 WB,"1,357 mi.",4.3,419 ,"$56,997"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"32,889 mi.",4.5,344 ,"$47,875"
2021 Mercedes-Benz AMG GLS 63 Base,"24,247 mi.",4.0,526 ,"$99,777"
2020 Mercedes-Benz GLE 350 Base 4MATIC,"65,645 mi.",5.0,98 ,"$39,497"
2020 Mercedes-Benz GLC 350e Base 4MATIC,"34,042 mi.",4.5,949 ,"$37,490"
2024 Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,"9,638 mi.",4.6,827 ,"$76,589"
2023 Mercedes-Benz Metris Base,"5,218 mi.",4.8,186 ,"$51,500"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"5,690 mi.",4.9,848 ,"$67,466"
2023 Mercedes-Benz GLE 450 GLE 450,"15,375 mi.",4.8,899 ,"$64,876"
2019 Mercedes-Benz GLE 400 Base 4MATIC,"33,972 mi.",4.4,"1,838 ","$33,397"
2023 Mercedes-Benz C-Class C 300,"7,485 mi.",4.7,611 ,"$47,893"
2019 Mercedes-Benz AMG GT C,"25,399 mi.",3.6,376 ,"$87,987"
2022 Mercedes-Benz AMG CLA 35 Base 4MATIC,"36,238 mi.",4.8,"1,661 ","$44,898"
2021 Mercedes-Benz GLB 250 Base,"35,924 mi.",4.7,"1,371 ","$36,131"
2019 Mercedes-Benz E-Class E 300,"22,406 mi.",4.3,352 ,"$36,991"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,838 mi.",4.5,"2,465 ","$64,815"
2020 Mercedes-Benz GLS 450 ,"34,000 mi.",4.2,786 ,"$51,490"
2019 Mercedes-Benz CLS 450 Base 4MATIC,"9,985 mi.",4.6,"1,018 ","$47,999"
2021 Mercedes-Benz CLA 250 Base 4MATIC,"25,932 mi.",4.8,184 ,"$32,300"
2023 Mercedes-Benz AMG GLE 53 Base,"15,559 mi.",4.2,821 ,"$85,000"
2023 Mercedes-Benz EQB 300 4MATIC,"8,146 mi.",4.4,297 ,"$54,987"
2023 Mercedes-Benz AMG C 43 Base 4MATIC,"2,618 mi.",4.1,522 ,"$58,375"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"10,401 mi.",4.7,110 ,"$46,099"
2022 Mercedes-Benz AMG GLE 53 ,"16,557 mi.",,24 ,"$78,000"
2022 Mercedes-Benz EQB 350 EQB 350,"11,441 mi.",3.1,133 ,"$39,999"
2018 Mercedes-Benz AMG GT R,"1,282 mi.",4.7,449 ,"$150,000"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"10,143 mi.",4.5,"2,465 ","$62,988"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,663 mi.",4.6,"1,915 ","$63,550"
2022 Mercedes-Benz A-Class 4MATIC,"17,088 mi.",4.5,"1,102 ","$30,904"
2023 Mercedes-Benz AMG GLA 35 ,"5,033 mi.",4.9,848 ,"$46,912"
2019 Mercedes-Benz AMG GLC 63 Base 4MATIC,"16,887 mi.",4.4,"2,339 ","$54,998"
2023 Mercedes-Benz AMG E 63 S 4MATIC,"8,712 mi.",4.9,"2,166 ","$157,771"
2021 Mercedes-Benz GLE 350 Base 4MATIC,"29,344 mi.",4.3,112 ,"$44,997"
2021 Mercedes-Benz AMG CLA 35 Base 4MATIC,"35,773 mi.",4.8,558 ,"$38,482"
2020 Mercedes-Benz AMG S 63 Base 4MATIC,"19,679 mi.",3.4,479 ,"$164,900"
2023 Mercedes-Benz EQE 500 Base 4MATIC,"1,785 mi.",4.7,911 ,"$74,994"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"15,245 mi.",3.2,157 ,"$54,981"
2021 Mercedes-Benz AMG G 63 4MATIC,"19,025 mi.",4.7,662 ,"$169,661"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"10,525 mi.",4.5,"2,465 ","$62,988"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,411 mi.",4.5,"2,465 ","$73,495"
2021 Mercedes-Benz E-Class E 350,"30,474 mi.",4.6,304 ,"$39,100"
2021 Mercedes-Benz AMG GLA 35 Base,"18,456 mi.",4.6,827 ,"$38,689"
2022 Mercedes-Benz AMG GLE 53 Base,"15,078 mi.",4.7,557 ,"$76,286"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"9,887 mi.",4.5,"2,465 ","$64,955"
2023 Mercedes-Benz Sprinter 2500 Standard Roof,"19,165 mi.",4.8,752 ,"$50,988"
2023 Mercedes-Benz AMG G 63 4MATIC,"9,790 mi.",4.7,662 ,"$203,999"
2023 Mercedes-Benz GLA 250 Base 4MATIC,"6,929 mi.",4.9,"3,116 ","$38,288"
2021 Mercedes-Benz AMG G 63 4MATIC,"13,159 mi.",4.7,662 ,"$179,120"
2022 Mercedes-Benz GLE 350 ,"13,467 mi.",,60 ,"$56,994"
2022 Mercedes-Benz GLS 450 4MATIC,"34,768 mi.",4.9,65 ,"$64,995"
2019 Mercedes-Benz A-Class A 220,"57,471 mi.",5.0,"1,782 ","$24,688"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"4,402 mi.",3.3,86 ,"$65,507"
2023 Mercedes-Benz C-Class C 300,"5,003 mi.",4.9,"2,166 ","$47,882"
2021 Mercedes-Benz AMG GT C,"15,371 mi.",5.0,"4,823 ","$80,995"
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,171 mi.",4.9,"2,166 ","$58,883"
2023 Mercedes-Benz C-Class C 300 4MATIC,"2,016 mi.",4.4,"2,339 ","$45,998"
2020 Mercedes-Benz E-Class E 350 4MATIC,"39,606 mi.",4.9,322 ,"$36,125"
2023 Mercedes-Benz C-Class C 300 4MATIC,"11,382 mi.",5.0,98 ,"$42,997"
2020 Mercedes-Benz GLS 450 Base 4MATIC,"52,587 mi.",4.7,244 ,"$49,495"
2024 Mercedes-Benz GLC 300 Base 4MATIC,"5,682 mi.",4.0,526 ,"$49,995"
2022 Mercedes-Benz AMG G 63 4MATIC,939 mi.,4.8,"2,002 ","$219,995"
2023 Mercedes-Benz CLA 250 Base,"3,879 mi.",4.8,"1,735 ","$44,150"
2021 Mercedes-Benz Maybach GLS 600 4MATIC,"28,632 mi.",4.7,244 ,"$129,995"
2023 Mercedes-Benz GLB 250 Base,"2,705 mi.",4.6,"1,915 ","$46,288"
2019 Mercedes-Benz AMG E 63 S 4MATIC,"40,783 mi.",4.6,122 ,"$69,998"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"24,923 mi.",4.9,"2,350 ","$33,498"
2023 Mercedes-Benz AMG E 53 4MATIC,"7,977 mi.",3.7,113 ,"$89,990"
2024 Mercedes-Benz GLC 300 Base,"2,960 mi.",,543 ,"$58,991"
2023 Mercedes-Benz S-Class S 580 4MATIC,"7,986 mi.",4.5,344 ,"$124,988"
2020 Mercedes-Benz E-Class E 450,"38,475 mi.",4.8,"1,758 ","$39,982"
2019 Mercedes-Benz C-Class C 300,"71,408 mi.",4.8,969 ,"$22,913"
2023 Mercedes-Benz AMG EQS Base,"3,812 mi.",4.3,419 ,"$109,997"
2023 Mercedes-Benz AMG CLA 35 Base 4MATIC,"4,433 mi.",4.8,"2,468 ","$53,983"
2022 Mercedes-Benz EQS 580 Base 4MATIC,"6,451 mi.",4.9,"2,166 ","$98,444"
2023 Mercedes-Benz AMG GLB 35 Base,"2,978 mi.",4.9,274 ,"$52,495"
2022 Mercedes-Benz EQS 450+ ,"11,692 mi.",,47 ,"$55,699"
2023 Mercedes-Benz GLS 450 4MATIC,"10,795 mi.",4.0,526 ,"$80,654"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"3,688 mi.",5.0,"1,502 ","$55,990"
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"71,558 mi.",4.7,"1,014 ","$38,492"
2023 Mercedes-Benz EQB 250 Base,"7,793 mi.",4.6,"1,171 ","$44,777"
2017 Mercedes-Benz AMG S 63 4MATIC,"33,560 mi.",4.5,"1,334 ","$74,999"
2022 Mercedes-Benz GLC 300 ,"9,654 mi.",,9 ,"$40,493"
2021 Mercedes-Benz Maybach GLS 600 ,"23,918 mi.",,50 ,"$129,618"
2021 Mercedes-Benz AMG GLE 53 Base,"64,064 mi.",,50 ,"$53,791"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"21,062 mi.",4.4,295 ,"$32,339"
2024 Mercedes-Benz GLE 350 Base 4MATIC,"3,538 mi.",4.4,"2,963 ","$63,208"
2019 Mercedes-Benz C-Class 4MATIC,"57,557 mi.",4.4,297 ,"$21,900"
2023 Mercedes-Benz E-Class E 450 4MATIC,"3,051 mi.",4.1,522 ,"$59,410"
2020 Mercedes-Benz A-Class A 220 4MATIC,"41,972 mi.",4.2,862 ,"$24,991"
2015 Mercedes-Benz E-Class E 400 4MATIC,"77,546 mi.",4.7,557 ,"$20,437"
2023 Mercedes-Benz AMG GLB 35 Base,"11,619 mi.",4.6,"1,915 ","$46,980"
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,543 mi.",4.8,"1,735 ","$41,584"
2021 Mercedes-Benz E-Class E 350 4MATIC,"30,619 mi.",4.7,557 ,"$40,970"
2019 Mercedes-Benz SLC 300 Base,"28,255 mi.",3.1,133 ,"$30,791"
2023 Mercedes-Benz GLB 250 Base,"4,989 mi.",4.9,"2,166 ","$45,994"
2020 Mercedes-Benz C-Class C 300 4MATIC,"38,370 mi.",4.9,65 ,"$26,840"
2020 Mercedes-Benz S-Class S 450,"43,143 mi.",,543 ,"$50,991"
2021 Mercedes-Benz GLA 250 Base 4MATIC,"43,722 mi.",4.4,295 ,"$27,500"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"8,193 mi.",4.3,112 ,"$38,497"
2023 Mercedes-Benz EQB 250 Base,"4,009 mi.",4.8,"1,291 ","$43,900"
2023 Mercedes-Benz EQB 300 Base 4MATIC,"2,094 mi.",4.7,"2,308 ","$47,777"
2022 Mercedes-Benz GLE 350 Base 4MATIC,"23,096 mi.",4.5,"2,465 ","$49,988"
2020 Mercedes-Benz SLC 300 Base,"39,305 mi.",4.9,"2,506 ","$37,539"
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,665 mi.",4.9,"1,411 ","$44,995"
2022 Mercedes-Benz GLC 300 4MATIC Coupe,"13,878 mi.",4.7,29 ,"$49,850"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"3,160 mi.",4.6,696 ,"$43,888"
2023 Mercedes-Benz EQB 250 Base,"7,715 mi.",4.6,"1,171 ","$43,860"
2021 Mercedes-Benz AMG C 43 Base 4MATIC,"10,806 mi.",,2 ,"$61,000"
2020 Mercedes-Benz AMG A 35 4MATIC,"7,831 mi.",4.3,352 ,"$40,016"
2022 Mercedes-Benz GLC 300 ,"11,291 mi.",4.4,79 ,"$52,188"
2023 Mercedes-Benz AMG GLA 45 Base,"8,440 mi.",4.3,419 ,"$55,997"
2023 Mercedes-Benz AMG E 63 ,"18,327 mi.",2.9,70 ,"$141,215"
2020 Mercedes-Benz GLB 250 Base,"30,597 mi.",4.6,735 ,"$32,000"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"22,365 mi.",4.1,522 ,"$34,495"
2022 Mercedes-Benz GLS 450 4MATIC,"9,123 mi.",4.6,800 ,"$69,992"
2023 Mercedes-Benz EQS 580 Base 4MATIC,"6,307 mi.",4.9,"2,166 ","$109,554"
2017 Mercedes-Benz Metris Base,"194,043 mi.",4.3,"1,491 ","$8,999"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"6,569 mi.",4.4,295 ,"$44,299"
2023 Mercedes-Benz AMG GLA 35 Base,"7,003 mi.",4.9,"2,501 ","$46,417"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,534 mi.",4.6,696 ,"$44,222"
2020 Mercedes-Benz GLC 300 Base 4MATIC,"51,599 mi.",4.1,522 ,"$28,995"
2021 Mercedes-Benz A-Class A 220,"20,822 mi.",4.6,981 ,"$28,999"
2021 Mercedes-Benz GLE 450 4MATIC,"23,396 mi.",5.0,378 ,"$54,981"
2020 Mercedes-Benz GLA 250 Base,"36,278 mi.",4.7,"1,371 ","$26,667"
2023 Mercedes-Benz EQS 450 Base 4MATIC,"7,181 mi.",4.8,752 ,"$76,987"
2023 Mercedes-Benz C-Class C 300 4MATIC,"13,744 mi.",3.0,471 ,"$40,699"
2023 Mercedes-Benz AMG GLA 45 Base,"9,060 mi.",4.5,996 ,"$49,884"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,740 mi.",4.9,"2,166 ","$45,553"
2023 Mercedes-Benz GLS 450 4MATIC,"4,227 mi.",3.0,33 ,"$81,000"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,855 mi.",4.6,696 ,"$43,888"
2021 Mercedes-Benz A-Class A 220 4MATIC,"9,634 mi.",4.6,"5,510 ","$30,966"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"5,018 mi.",4.8,184 ,"$48,220"
2023 Mercedes-Benz EQS 450+ Base,"11,862 mi.",4.9,911 ,"$74,442"
2023 Mercedes-Benz EQE 350+ 350+ SUV,"10,378 mi.",4.0,526 ,"$70,500"
2021 Mercedes-Benz GLC 300 Base 4MATIC,"16,647 mi.",4.1,"1,248 ","$37,037"
2021 Mercedes-Benz AMG E 53 Base 4MATIC,"16,345 mi.",4.4,"1,231 ","$69,612"
2023 Mercedes-Benz EQS 580 Base 4MATIC,"6,307 mi.",4.9,"2,166 ","$109,554"
2023 Mercedes-Benz CLA 250 Base 4MATIC,"6,999 mi.",4.7,197 ,"$42,900"
2020 Mercedes-Benz GLB 250 Base 4MATIC,"26,682 mi.",4.6,122 ,"$32,298"
2020 Mercedes-Benz CLA 250 ,"26,732 mi.",,50 ,"$29,211"
2020 Mercedes-Benz GLC 300 Base,"46,916 mi.",,2 ,"$30,500"
2021 Mercedes-Benz A-Class A 220,"31,000 mi.",4.7,416 ,"$29,991"
2020 Mercedes-Benz GLA 250 Base,"14,225 mi.",4.7,318 ,"$26,885"
2021 Mercedes-Benz AMG GLE 53 4MATIC Coupe,"71,405 mi.",4.7,"1,171 ","$69,990"
2023 Mercedes-Benz E-Class E 350,"5,052 mi.",4.9,"2,166 ","$58,003"
2022 Mercedes-Benz EQS 580 Base 4MATIC,"7,964 mi.",4.6,"1,018 ","$77,306"
2023 Mercedes-Benz GLC 300 Base 4MATIC,"5,155 mi.",4.7,94 ,"$48,982"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,840 mi.",4.4,295 ,"$44,933"
2021 Mercedes-Benz AMG GLA 35 Base,"33,414 mi.",3.4,"1,008 ","$41,497"
2023 Mercedes-Benz CLA 250 ,"7,455 mi.",,24 ,"$40,000"
2021 Mercedes-Benz CLS 450 ,"29,560 mi.",,649 ,"$48,950"
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,957 mi.",4.5,991 ,"$41,574"
2020 Mercedes-Benz A-Class A 220,"46,285 mi.",4.7,"2,891 ","$29,000"
2014 Mercedes-Benz SLK-Class SLK 250,"61,628 mi.",,,"$21,844"
2021 Mercedes-Benz AMG GLB 35 4MATIC,"23,904 mi.",4.8,"2,241 ","$44,185"
2023 Mercedes-Benz AMG GLS 63 Base 4MATIC,"2,030 mi.",4.6,"1,089 ","$134,495"
