"published_date","rating","type","helpful_votes","title","text"
"2023-07-21T08:56:05-04:00","1","review","0","Dirty aircraft unhinge issues 🤮","Never seen dirty- unhinged  aircrafts and services like airindia. Chairs are super dirty ,water leaking on head ,flight attendant haven’t done nothing for it. Didn’t get requested child meal . Flight attendants were doing dirty trays Collection and serving tea coffee same time ( her hands gloves were deity from leftovers food from trays) .don’t waste your time and money. 
"
"2023-07-21T04:56:16-04:00","1","review","0","Worse experience ever","Worse experience ever. The screen wasn't working, delayed flight and very expensive ticket. The flight is not comfortable at all. Please ignore this flight and be happy."
"2023-07-20T22:20:23-04:00","1","review","0","Worst experience ever","My worst fly experience of all my life!!! 
No phone charge or computer charge working. 
No screen for entertainment working. 
Crew not nice and never smiling

So what I have to do for 8h ? 

Run and never take this company for your travel. "
"2023-07-20T11:41:09-04:00","1","review","0","Very poor service never fly with them","Poor service
Avoid Air India
Charged Rs 20680 for 3kg extra weight of the baggage.
Flew from Delhi to US.
Avoid this airline "
"2023-07-20T08:40:38-04:00","1","review","0","Plane changed without proper management","Having a horrible experience as we speak... my wife is travelling with my sick infant daughter and my in-laws, Air India decided to change the plane without ensuring that we get bassinet seats again - we booked a bassinet seat for my wife and infant with 2 adjoining seats for my in-laws so they can help my wife and daughter on the 6 hour night flight but all down the drain with Air India staff saying they cannot do anything now - Air India how will you ensure that my family has a pleasant journey this way?? This will only lead to a horribly frustrating experience with Air India..."
"2023-07-20T00:48:24-04:00","1","review","0","Disgusting, irritating, illiterate and not aware of consumer rights and inhumane check-in staff at Amritsar airport.","One of the worst airlines. Offloading confirmed ticket. Rude behaviour with ticket holders Digusting"
"2023-07-20T00:28:57-04:00","2","review","1","AIR INDIA REVIEW - New York to India","This was my first time travelling after five years so I was honestly really looking forward to this plane ride as I’ve heard lots of good things about Air India. However, that is not the case at all. This plane has been the most dirty and uncomfortable flying experience I’ve had in my life. Whenever I have travelled with Air Canada, Emirates, or Etihad, I never had this issue. Below I have attached some images of a dirty stained table, which when I asked to get cleaned I got pieces of tissue to cover with. An awfully reclined seat which leaves no space for me or my family to eat. As I was eating, the man in front of me pushed his seat back so far that I dropped orange juice all over myself. Our seats are jammed so they don’t even push back and when asked for help they say there’s nothing they can do about it. The food was terrible, I had a few bites and then I was done with it. Was starving the whole flight. In addition to all that, on a fourteen hour direct flight, THEIR TV SCREENS DO NOT WORK! The whole plane ride I had just been staring at the home screen ( as shown in the picture attached below ). When I got up asked an attendant about the screen, she firmly said “ Only select TVs are going to work and we are not going to reboot them at this point “. She did not sound apologetic or welcoming. Neither did they announce it that the screens were not working, I had to get up and ask them. Terrible service and cleanliness overall. Air India definitely disappointed me, hope to save you all the trouble."
"2023-07-19T14:21:08-04:00","1","review","0","Bad customer support and their servers","Worst experience, their systems are useless. I was running around check-in center to help desk for 4 hours at night. They are kept saying, they don’t find any reservations. United airlines saying it is already confirmed. I was gave up and kept retrying kiosk machine by my self but it didn’t recognized my excess baggage from connecting flight, they demanded extra money. I had to pay to get out of this exhausting situation. 
"
"2023-07-19T02:09:05-04:00","1","review","0","Disappointed at the very least.","
Flight Air India 184 on July 4th 2023, is officially the worst aircraft I have been in. In the row 37, right side, all the TVs do not work. The TV remote of the non working TV has both of their volume keys missing, and when taken out, straight wire can be seen. The food tray is loose and doesn’t hold its weight. The tray is also slightly tilted so spills are inevitable. The Air Sickness Bag seems like it has already been used. The arm rest is very hard to lift up. A part of the seat, a passenger in front of me was sitting in, was ripped off and now dangling on the last piece of plastic. There is no way that the light above me can be turned off. The announcements made over the speaker are very muffled so it is very hard to hear.
And don’t even get me started on the food. Our first course was a lousy 5 minutes after takeoff and we were served a drink of our choice and Crunchy Corn. Good so far. Then for dinner, we were given option between non veg and veg. In my non veg plate, there was a carefully wrapped tin that said it had chicken. Though even I took a bit of that ‘chicken’ I knew instantly I didn’t want to eat it- I did eat some of the rice. There was also a water cup. They didn’t supply water bottles but the tiniest thing of water along with the most vomiting meal ever. For breakfast I got the omelet and oh boy I didn’t even have to taste it. The egg looked like rubber and the sausage on the side looked like a log of poop wrapped in plastic wrap."
"2023-07-18T05:18:59-04:00","1","review","3","Urgent Complaint and Demand for Compensation - Unacceptable Treatment and Negligence","Dear Air India Customer Service,

I write to you with a sense of utmost disappointment, frustration, and deep distress regarding the handling of my recent travel experience with Air India. The events that unfolded during my journey from Vancouver, Canada to Delhi, India on Saturday, July 2nd 2023, originally scheduled at 10:15 AM. My name is Nishtha Manaksia, PNR no. 564JS3. ETKT NO. - 098970316821101. These were not only inconveniencing but also resulted in a grave violation of customer care and support.

Upon arriving at the airport, my fellow passengers and I were left utterly bewildered and helpless as we were informed, at the boarding gate, of the cancellation of our flight. To compound the matter, the absence of any Air India representative left us stranded without any guidance or assistance. It is beyond comprehension how such a lack of concern for the well-being of passengers could be exhibited by an airline of your stature.

In an attempt to seek assistance and clarity, I reached out to your customer support multiple times. Regrettably, each interaction only added to my distress as the representatives were of no help whatsoever. Despite explaining the urgency of my situation, which involved a pressing emergency, their apathy and indifference were astounding. I vividly recall being reduced to tears during one of those calls, pouring my heart out as I sought some compassion and understanding. However, my pleas fell on deaf ears.

As an international student, my financial resources are limited, and I found myself in a precarious situation due to Air India's callousness. The unforeseen circumstances forced me to extend my stay at an airport hotel, draining my funds significantly. The fact that Air India was negligent in making alternative arrangements, leaving me stranded for an unconscionable period of five days, is utterly unforgivable.

Furthermore, I was left with no choice but to secure an alternate flight through KLM on the 5th of July, incurring additional expenses that were not part of my original travel plans. It is distressing to note that I had to bear this financial burden due to Air India's failure to fulfill its responsibilities towards its passengers.

The emotional and financial distress caused by Air India's complete lack of empathy and professionalism is not only unacceptable but also borders on harassment. The disregard for my well-being and the negligence displayed throughout this ordeal is indicative of a severe systemic failure within your organization.

In light of the abovementioned circumstances, I demand immediate and comprehensive compensation from Air India, encompassing the following:

1. Full reimbursement of the air ticket fare for the canceled flight, AI 186.
2. Compensation for the additional expenses incurred during the extended hotel stay, including meals and transportation.
3. Reimbursement for the price difference between the original Air India flight and the KLM flight that I was forced to book as an alternative.
4. Adequate compensation for the emotional distress, inconvenience, and financial hardship endured as a result of Air India's negligence and lack of assistance.
5. Assurance that stringent measures will be implemented to prevent such incidents from recurring and that customer support will be trained to exhibit empathy and provide genuine assistance during critical situations.
Please be aware that this grave mishandling of my situation will not be tolerated. I expect immediate action and a prompt response to this complaint within 10 business days from the date of this correspondence. Failure to address this matter in a satisfactory manner will leave me with no choice but to escalate this complaint to higher authorities, including relevant consumer protection organizations and regulatory bodies.

I implore you to recognize the severity of the situation and to rectify the injustices I have endured. A swift resolution and adequate compensation are the minimum expectations in this matter.

Kindly acknowledge receipt of this email at your earliest convenience.

Yours sincerely,

Nishtha Manaksia
PNR no. 564JS3
ETKT NO. - 098970316821101
Contact Information: +91 983049700, nishthamanaksia@gmail.com"
"2023-07-18T00:58:00-04:00","1","review","0","Air India 787 Flight Review","Doubt this airline would pass a CASA inspection. Multiple seat belts unserviceable; preflight safety video displayed on in-flight monitors with over 30% not working (yes I checked) therefore 30% of passengers did not see the video (attendants didnt seem to care). Departed with 2 toilets out of orders on a 12+ hour flight. Multiple seats broken, some might say more leg room because parts of seats were missing. No AC while on ground, cost saving initiatives by airline (tightarses). Peeling paint on wings which effects performance,  shows these guys don't have money or a proper servicing program to fix."
"2023-07-17T22:09:32-04:00","3","review","0","Use Human Intelligence (HI) to travel via AI","1. Though I reserved a seat while booking, during the check-in process I was moved way back in the aircraft than the one I choose.
2. Unable In connect headphone to the in-flight screen, the socket was too loose!!
3. My near-by passenger's screen was not working at all!!

After discussing with the air hostess, she said I can move to any empty seat and I moved towards my previously booked seat. After 5+ hours into the flight, another air hostess woke me at around 3AM asked to go back my original assigned seat. The occupant of my new seat was sleeping on a mid-row 3 seater, but air hostess woke her also to give that 3 seater mid-row space to another passenger so he can sleep!! Question is why is AI favoring one passenger to another after 5+ into the flight?!! Someone they know or relative of a higher-up?!!

I went back to my originally assigned seat with broken entertainment console, after complaining the same to that air hostess she placed to a different seat, which was ok.

When my daughter traveled by AI in the fall of 2022, she too said the seat and screen was broken. This clearly shows the lack of maintenance to the aircraft and AI seems to have no respect to a passenger safety or experiences traveling non-stop 16 hour flights. If flights to long-distance US are like this, one can imagine the rest!!. Probably they should travel by other airlines to get a feel of that. I travel all around the world with various airlines, Aero Mexico, Korean, Singapore, Emirates, Qatar, Copa, Sky airlines etc etc so many. This is one of the worst in passenger experiences!!

During the boarding and seating phase, the hand carried luggage was loaded on the upper bin. The bin was open and empty for more passenger bags. Passenger on-boarding process was going on, one of the Punjabi air hostess was shouting ""close the bin, close the bin"". Almost in all the airlines, if the crew noticed a bin is open they'll come an close it before asking the passenger to close it, since it takes minimal efforts to do that. Here in AI this lady was shouting multiple times whenever she passes that aisle, where she herself could close it!! What a customer service? She still thinks that, she works for a public sector, where she gets paid for rude customer interactions and behaviors!!

Again no in-between snacks were kept in the kitchen or served to passengers. The snacks variety was also limited and not much choice. So people wont venture for the same snack :(

Another irritation is doing immigration in Delhi, than in the final destination as with all other airlines. Doing immigration is not the problem, but one has to take the bags in Delhi and re-check-in again to the final destination. What a looser, can't they avoid this make it convenient to the passenger and make the bags delivered all the way to the destination?!!

Most airlines have amenities in the toilet, like tooth brush, comb etc etc in the toilet. A 16 hour AI flight had nothing in it. Plus unlike other airlines AI crew does not clean the toilets after few hours since the usage will be more in these long haul flights!! The airfare was bit lower than other airlines in that sector, but didn't expect this much. Shame of AI in terms of passenger experiences, people may think twice before booking via AI!!

Apart from the entertainment, seating and one crew behaviors, the food was reasonably ok and tasty, on-time departures and arrivals, baggage handling etc. Heard AI is getting new air crafts mid last year, still cant they at least maintain the current ones to make it function-able?"
"2023-07-17T15:34:47-04:00","1","review","0","AVOID AVOID AVOID","Sometime around 2017 I got the patriotism bug. After avoiding Air India like a plague for years, I decided to travel with Air India. Well the first time from SFO-CCU and back wasn’t bad. However, as the years have progressed, Air India has gotten progressively worse. Yes, Air India seems to have gotten worse after the takeover of Tata. 

Without recounting every horror story that I have about Air India, I will simply, and briefly share my experience with Air India flying back from CCU to EWR on June 30, 2023. As we got to the airport I was prepared for the rudeness. The staff members of Indigo, Spice, etc., seemed to be treating their customers in a friendly manner, however, Air India staff seemed just sad, and pathetic. So then we get on our flight from CCU to DEL. The food is inedible, the AC doesn’t seem to be working, and the flight attendants were missing for the rest of the flight. Okay, so then we get to Delhi. 
Now, I don’t if it’s just an attitude issue, perhaps something cultural, in Delhi, or Air India. But Air India staff there are not only rude but also just pathetically incompetent. Somehow, I got called in for “a secondary inspection.” Apparently having a Zippo (without fuel) is not allowed by CISF. Anyway, so after being harassed by them, I get back to the gate and the Air India staff has somehow lost my boarding pass, which they had kept when I went to see the CISF people. Instead of apologizing and reissuing a pass two Air India staff kept arguing with me that they don’t have my boarding pass. Finally, they find it. Again no apology. 

So, I being exhausted, get on the flight. This time I had made sure to get on the flight early, since on my way to Kolkata, they could not find a space for my cabin luggage so I had to store them in two different overhead bins. So I was relieved when I saw the overhead bins empty (I had booked extra legroom seats).However, the moment I start putting my luggage, an anxious flight attendant runs towards me and starts scolding me. I inform her that it was my seat and I will keep my luggage there. She proceeds to tell me that the overhead bin is reserved for “oversized baggage.” So at this point, I lose my cool. So, let me understand this, instead of enforcing the rule regarding baggage size and weight, like a normal airline, Air India has decided to punish passengers who ARE following the rule. Anyway I told the flight attendant that I will be keeping my bag where it is and that’s that. She mumbled something about people brining 4 bags instead of 2. Whatever!

However, somehow this flight attendant seemed to be the one serving my seat for the whole 14 hour flight. As expected the in-flight entertainment system did not work. Funnily the guy seating beside me had his remote literally torn off from his seat. He also said that he got very sick from eating Air India food before, so the guy literally didn’t eat anything the whole 14-hour flight. However, I regret eating the pathetic food that Air India provided. I kid you not, the salad they gave was literally rotten. Didn’t they know that Mayonnaise rots very easily, and DOES NOT need to be warmed up? 

What was worse than the food was that the same flight attendant kept pushing my buttons throughout the flight. At some point, like a good passenger I had kept my trash ready to be given back to the attendant after dinner. However, when the attendant came, she seemed agitated, gestured toward the front of the flight, and said “You can throw it in the trash bin.” Really? So, Air India is quite literally punishing passengers who follow the proper etiquette of flying. Same flight attendant, later in the flight. Cut like 5 people waiting in line for the bathroom to go use it herself. No apologies and no thank yous, again. By the 7th hour the hand soap had run out, so when I went back to inform the flight attendant, the same rude flight attendant, after ignoring me and asking me to wait like 5 times, finally told me that they had no “reserves” of hand soap. Really Air India (Tata?)? Indian Rail provides better service than you, apparently. 

So let me understand this, the flight have gotten worse (literally in the last 6 Air India flights that I took the inflight entertainment system did not work), the food has gotten worse, and is giving people food poisoning. On top of that, the Air India staff have somehow become ruder, and more pathetic, after a takeover by TATA. So, hey Air India, why do you think you get to charge premium prices? The only reason anyone ever flew your pathetic, Airline, and dealt with your uncivilized rude staff is because you were dirt cheap. But somehow you think now you can charge Emirates prices, based on the TATA brand, but provide service standards that are lower than the local police station in India. Sorry, I won’t be traveling with Air India anymore. Patriotism has its limits, and while I can put up with anything I cannot put up with bad service from uncivilized, and untrained flight attendants."
"2023-07-17T04:07:51-04:00","1","review","0","Third class baggage handling staff","Ridiculous people I'll mannered baggage handling, the ground staff personal who handles the baggage should be thrown out of their job. They treat other belonging like as if the luggage are hurting them. My luggage was thrown so bad that it fully broke and the lady who handles the baggage told she can offer a 500 coupon for my 5000/- rupees trolley disgusting pathetic service. Never ever travelling with Air India again in my entire life nor my family and friends will... None of them offered a simple apology and call themselves the professionals. Baggers are better then these people. Educated unmanned people in air india... I could have given zero if there was an option "
"2023-07-17T03:17:28-04:00","5","review","0","Excellent maintenance","I have travelled to Kuwait from Chennai recently, the service is excellent, food drinks and timing flight was reached to destination 45 mins early ,I have never seen such service , highly recommended to fly in air India, Well mannered staff."
"2023-07-16T23:15:36-04:00","5","review","0","The ground staff is excellent. They took pain to return my phone even in their busy schedule.","My PNR was 6Q8CTN. I forgot my mobile phone in Checking counter. The ground staff returned me after I reached security checking area."
"2023-07-16T03:33:44-04:00","1","review","0","Flight delays, Poor Communication","Travel duration of 16 hrs 55 min was extended to 28Hrs and 24 Min.
Initial flight delayed by 5 hrs.  Subsequently missing the connecting flight. Absolute chaos for the subsequent flight and/or hotel booking.  Stranded at the airport for 3 hours.

The connecting flight was rescheduled to 10:00 am.  The rescheduled flight was delayed for 3 hrs.  Gate lounge staff kept saying that the flight will leave at 11:20, knowing fully well that the scheduled aircraft was still in the air and will land at 12:30.  Totally exhausted.

Appalled to see that the passengers were not informed about the reality.

Ventured travelling with AI after nearly 35 years"
"2023-07-15T18:00:52-04:00","1","review","0","Never on time departure","Worst experience with a delay of more than 5 hours and additional 1-2 hours after boarding.  Not sure what planning air India have for any technical difficulties which they face 2-3 times in a week."
"2023-07-15T05:21:09-04:00","1","review","1","Strongly suggest, not to travel with Air India.","It's my first time traveling on Air India, and they changed the flight without informing me. This caused a 7-hour wait in Delhi airport with my wife and little baby.

I encountered almost 12 Air India staff members, none of whom knew how to talk to customers. They were very rude. I observed upset customers at every counter due to their poor service."
"2023-07-14T21:59:12-04:00","2","review","0","Needs to do a lot","Air India needs to upgrade a lot of things inflight.   Food was hopeless.   Map was missing in the video channel.  "
"2023-07-14T08:37:54-04:00","2","review","1","Terrible experience with air india","Plane was late. Got on the airplane and the seats looked so dirty, I've seen better seats in local buses. Sat down and settled in ignoring the dusty seats but when the plane started moving there was this terrible recurring sound as if something was wrong with the tires. I've been flying for over 6 years now and I have experienced many airlines in many different countries but never one that made such sounds. The cabin crew were okay nothing wrong with them. Food was okay. I left the flight with a pounding headache and their buses aren't good either they vibrate so bad. Overall the experience had me worried the entire time because of that terrible god awful sound of the tires. Honestly I didn't think we would take off because something was clearly wrong, I'm surprised we arrived safely."
"2023-07-14T05:32:00-04:00","1","review","0","Terrible!!!!!!!!!!!!","The airline was terrible. To start the tv wasn't working for air India. The buttons were missing on the remote and for the recliner in air India. and the food tasted like dog food. Also the bathrooms where so dirty! Also, I was paying for a working tv and a seat with buttons. So, they could of moved me to another seat and I know there was another seat because when I went to the bathroom there was a whole row of empty seats with working TVs. But when I asked, they just said sorry! I would of rated air India a -0.000000000000000000000000000001 if I could. I am warning you NEVER GO ON AIR INDIA!"
"2023-07-13T21:40:26-04:00","1","review","0","How long are the Tatas going to take to improve Air India ? How long does it take ?","We have consistently been flying Air India  Business class on international flights since several years . We have a second home in Paris and this year alone we have bought return tickets twice for three of us plus other family members. 
We have petiently been waiting for Air India to improve. since the privatisation. But its been a long time. How long are the tatas going to take ?
This is the situation in Business Class. How many broken seats will there be in economy ? And how many more seats with broken screens or entertainment systems not working ?

We took a return flight from Paris to Delhi on 21st June 2023,  flight no AI 142. Once again two  seats in business class  were not functioning properly .  Not ours fortunately . But the steward was struggling with these two seats . A familiar sight, alas! 
"
"2023-07-13T17:41:57-04:00","1","review","0","Very bad exp","Very bad. Avoid at all cost. In flight entertainment is always not operational and we had to stare at the flight path through out the duration of the flight. Food was terrible they had given veggie pasta which was tasteless. I did not eat that at all. "
"2023-07-13T17:30:44-04:00","1","review","0","How bad can an airline get?","worst airline ever with even worse customer service. Did not get the seat i paid for and neither did my bags arrive with me."
"2023-07-10T07:03:58-04:00","1","review","0","Bad Experience","Worst service. Bad food, very few screens are working, dirty, zero cleanliness, waste of money. NEVER TRAVEL FROM AIR INDIA....WORST AIRLINE "
"2023-07-10T06:23:44-04:00","1","review","0","Worst Air India","Never travel on Air India. I think TATA has made the worst decision in the last 155 years by buying Air India. I know that Air India was founded by Tata as Tata Airlines. That was a different thing. Now Air India is the worst airline in the world; I can say that. The entire nation is getting a bad reputation because of Air India. Their employees are also very bad, especially in the Kolkata airport. I just want to give one best suggestion for all travelers ""Never travel on Air India."""
"2023-07-10T03:29:01-04:00","1","review","1","Air India still as bad as it was 15 years ago","OMG
15+  years after I last flew Air India, I made that mistake again.... Thinking that the Tatas may have done something good but alas... 

This was a London to Kochi direct flight and that is where the good news ends

1. Water dripping from the roof in 2 out of four seats we booked
2. Ran out of non veg food after they served row 1
3. Tray table tilted so I had to balance with my left leg raised (to eat veg food of course)
4. Toilet area disgusting and held together by MASKING TAPE!!!
5. Entertainment didn't work but I was warned of this. When I found one that worked, the earphones wouldn't fit. All four of our entertainment systems failed. Luckily we had backups on ipad as I was warned about this by a recent traveller colleague
6. Air India systems will not allow online check in if you are under 12. So we had to queue up for our 6 year old
7. Electrical sockets didnt work for our entire row

And all this for only £3200 for the family for economy.

Highly recommended if you want to really piss someone off. Waste of an airline and shameful that it is the flag bearer with the country name on it. 

The kids are dreading the return journey to London. No choice as I paid for the return trip.

I really feel for the air stewards. Every sentence they utter starts with ""I am sorry but...""

Not sure how such planes are allowed in Europe"
"2023-07-08T16:07:44-04:00","1","review","0","AVOID AT ALL COSTS - Shamefull!","AVOID AT ALL COSTS - What a shame - no inflight entertainment in a 13hr flight from Syd to Del on AI301 on 08.Jul (787-8 Dreamliner) in an entire section of the aircraft. Despite repeated promises that it is being fixed shortly, absolutely nothing got done."
"2023-07-08T15:24:11-04:00","1","review","0","Worst on-board experience ever! Sitting in dark for 15+ hours on broken seat, little food and no in-flight entertainment","DEL-SFO flight in early Jul with 15.5 hour flying time. Out of 60 seats in my section, the entertainment system was functional for only three (3) seats! We couldn't even turn on the reading light or call crew for assistance as these functions were connected to the remote of non-functional entertainment system. We were sitting in the dark for most of the time as windows were close for bring external lights. 
 
We were a family of three and two of our seats were broken and was very uncomfortable to sit down! Meal quantity was too small and no provisions for intermittent snacks. 

Glitches in Air India system kept refusing my United Airlines FF status (UA Premier 1K). Finally, it took my FF number, however even after issuing the boarding pass (which shows my UA FF #), Air India system deleted my FF status. So, I was stopped at the boarding gate and was asked to pay for the extra baggage which came with my FF status. It was disappointing! Finally, the gate agent managed to enter my UA FF number again and let go me! 

I'd NOT recommend Air India to anyone! Neither I will ever take it for myself!
"
"2023-07-08T09:49:16-04:00","1","review","0","WORST AIRLINE EVER: overcharge me $285 for my personal item bag pack.","I travelled through Air India from Delhi to London. Firstly I dropped my checked in bags of 23 kg. Then I clear my immigration and security check. My parents were waiting outside they said call us when u cleared everything so that we can leave. I called them that everything is fine. Then I moved towards the gate number. I have my personal item bag and carry-on with me. We waited for 45 minutes before boarding is going to start. When I was going to board my flight one airline guy came with the weighing machine in his hand and he said let me check your bags weight again. He considered my personal item bag as an extra luggage. He said you have 5 kg overweight. Then in front me he called other person to tell that she has 5 kg overweight how much we are gonna charge her. He told me to pay $285 for 5 kg which was not even extra luggage. Every passenger board their flight and they don’t let me board until I paid the amount they said. This is ridiculous. They charge me $50 for per kg. I do not recommend AIR INDIA to anyone. They guys are fraud. They checked my bags at the time of boarding that they know she don’t have any option rather than paying money. Who’s hanging around terminal gates with weighing machine in their hands to check bag weights at the airport. Most unadvised, pointless, rash, thoughtless airline I have ever travelled on."
"2023-07-08T03:55:06-04:00","1","review","1","Terrible, do not use","Worst flight, toilets were disgusting, aircraft felt unclean. Not one single screen worked and They did not have working remote attached, the call for host button didn’t work and neither did the reading lights. For the same price I could have flown emirates, I don’t understand why the prices for air india are so high after the flight was absolutely disgusting and no amenities on board. Will not be flying air India again. Only positive was the food on board was good, but they don’t plan for for the food so our flight to india we did not get our preferred option for food. It’s honestly embarrassing that air india is India’s flagship airline. Please spend some of your unnecessarily high ticket prices renovating your flights. The disrespect you have for your passengers is very clear by the state of the flight. "
"2023-07-08T03:37:09-04:00","1","review","0","Worst airline experience","Horrible experience. Starting from a awful smelly flight to in flight meals to broken seats and non functional entertainment tv whole experience was worst. Would never ever travel Air India even if I get a free ticket. Would not recommend. The flight was smelling of pee throughout. They did not even think of a freshner even after telling."
"2023-07-08T02:52:18-04:00","1","review","0","Terrible experience ","Horrible connection flight experience at Mumbai airport. Had to re checkin after immigration. At the transfer desk, they gave me a new boarding pass and ripped out the one I had that was issued at SFO. But this time it was for a different flight the depart 7 hours later. When I asked why, the agent says the reservation wasn't confirmed. There was more than an hour and half for the flight to depart but they decided to give my ticket to someone else and make me wait for 7 hours. No apology extended not even any reasonable acknowledgement of the issue. Never will I ever fly this stupid airline run by bunch of morans ever again "
"2023-07-07T09:18:47-04:00","1","review","0","Worst delays and terrible crew","Never on time, and always late. Very poor response from the crew. My flight was delayed by 2 hours, and the crew or captain didn't even inform or apologise for the delay, 2 hrs after the supposed departure and people were super passed with the crew and airlines"
"2023-07-07T04:59:38-04:00","4","review","0","Direct Flight AMS - IGI on the second day from the maiden flight.","Booked the flight on the second day of the maiden flight.  Fully aware that the poor reviews of the airline, the initial part were in line with my expectations.  No lounge access and the food voucher not honored by any outlets (and airline is still investigating after about a month of sending in the complaint).
The aircraft was reasonably new - though it need some aesthetic maintenances.  The entertainment screen was of the size of the economy class screen in Singapore airlines, and the remote control not functioning.
Seat comfort and food was good.  
I commend the staff Anusha for her attentiveness and helpful nature.  There was nothing fake about her attitude and work.  I believe once the new aircrafts get in the service, these type of staff will bring the airline's reputation to a good level.
Ground services in IGI was good."
"2023-07-06T08:56:16-04:00","2","review","0","Very Disappointed with experience, detailed review of what specifically  happened and what needs to be improved.","Although Air India has potential to grow, our experience both times has not been good. 
We travelled earlier last month and the entertainment system was not working at all and my young kids got very restless. This was the case for the whole flight. The food was however fairly decent. The toilets were not in good condition and the seats next to it was not great. We were not provided with any blankets in the flight from Heathrow to Mumbai and only a few were scattered on the backseat, however in todays flight everyone was provided with a blanket, so hence the last flight was not good value for money. 
We travelled again today and we were in transit at Mumbai in the way to Chennai. From London (Heathrow) to Mumbai, one of our baggage’s didn’t make it (bear in mind this was only one stretch). We had to file a report in Mumbai and the staff there were extremely slow. They took nearly two hours to just file a report on one missing baggage ( and keep in mind there was no queue for this appeal, it was just us). As a result, we nearly missed our connecting flight to Chennai and it caused our family lots of stress, especially with kids. When we told the staff there we were rushing, they were still working at a slow pace and seemed quite absent minded. I understand it was early in the morning, however surely atleast a little more can be expected. 
The entertainment system did not work this time either, and although the staff attempted to reset it, it was of no use, and this was the second time that was happening. The food was however good. 
There were some very good staff on the plane who genuinely had the airlines best interest at heart and did all they could to help enhance our experience and they recognised it was already in quite a hopeless situation and gave their level best, however there were many that really made our experience very bad, not once, but twice. 
Air India has the potential to improve its reputation for sure and the staff that genuinely did have the best interest at heart will hopefully bring this up one day, but at the moment, Air India has a lot of work to do to reach the standard that people would hope to expect. 

"
"2023-07-05T10:35:36-04:00","1","review","0","Disappointing travel experience","recently travelled  with my wife to Chennai from Toronto in the business. From start to finish, there were numerous issues that left us feeling frustrated and disappointed.First and foremost, the flight was delayed for more than 12 hours.  the hotel in Chennai , refuse to refund one night pay.
on board the seats were not working ( flat bed ).leaving us  restless throughout the flight.The cabin crew appeared helpless.
The return flight to Toronto the worse. same broken seats in the business class. The entertainment system was not working.
the movie channel was not working at all. Approx  14 hours flight
but no movies !
As  business class passengers, we expected a higher level of service and professionalism from Air India. Unfortunately, our experience fell far below these expectations. It is disheartening to see an airline with such potential neglecting the needs and comfort of its customers.

we sincerely hope that Air India takes this feedback seriously and makes a genuine effort to improve its services. With better communication, well-trained staff, and a focus on customer satisfaction, Air India has the potential to regain its reputation and provide a more enjoyable travel experience for its business class passengers."
"2023-07-04T16:54:59-04:00","2","review","0","Very bad","The flight as such was very bad. No reading light. No tv. No audio. Even the food tables were not proper. They were sliding. My kids and me travelled alone, thinking there will be something. But travel during Covid was better than this! In Emirates. Food was ok, air hostess was ok. Otherwise I would not recommend air India to Anyone. All the more, I travelled on emergency, so, my kid got a separate seat. The window seat passenger was so stubborn to give up her seat for another window seat too. Somehow got adjacent seats with air hostess help."
"2023-07-04T06:44:08-04:00","2","review","0","Good and beverage ","I am sorry to say your snacks corn crunchy was not OK.peanuts was some how OK. If possible badam or cashew will be fine. Otherwise mixture is also OK. Please avoid other snacks. Food was not at all good. Always plain rice chicken gravy also same menu not changed at all. I have been traveled many times. And drinks also no brandy only beer wine and whisky. And for breakfast is very worst. Vada dipped worth hot water masala dosa totally dried. Please improve your food and bevarage"
"2023-07-03T07:03:25-04:00","1","review","0","Worst service","The worst service ever! I paid for a better service. My wife had to wait for an hour for a wheelchair to be provided to help her to the plane and out of it. They delayed the pre paid service and caused a lot of inconvenience. No regard for senior citizens."
"2023-07-03T00:58:16-04:00","1","review","0","Unhygienic, Unsanitary and Unprofessional at All Altitudes","
Our nightmare with Air India continues. It started in Toronto with the flight being delayed for 4+ hours due to a maintenance issue-non working toilets. That escalated to Air India asking for 100 volunteers @$2400 Canadian so that number of working bathrooms on flight be enough for 200 people. On boarding the plane smelled like a restroom and we were told 7 out of 14 bathrooms were working ultimately only 3-4 were working. 

After 15 hours we land in Delhi only to find the luggage did not make it. During the 100 volunteers our luggage pulled out and not put back in.  Filed a report in Mumbai. No one answers any numbers provided. 

Owned by Tata with horsepower such as TCS the chat application does not work. No one can help as no human available to talk. The plus @Air India has expressed regret countless times and said they will respond on priority. 

My friend put is aptly “Changing clothes does not change the DNA”"
"2023-07-03T00:16:49-04:00","1","review","0","DO WASTE YOUR TIME AND MONEY!!!","Absolutely disaster
It was from Vancouver to Dehli to Hongkong. 
A 9-hour relay has already been terrible enough, however when the plane landed in Dehli, we were told it's gonna be another 5 hours of wait. 
After another 5 hours, we were then told there was a problem with the plane engine, so we would need to wait for an unknown amount of time. Most importantly, we found that ONLY the ECONOMY class was treated this way, and the staff are being ridiculously impolite and irresponsible.

If you want to SUFFER, India Airline will be the choice for you!"
